router,dataset_name,LogsProcessed,TotalEnergyWh,EnergyPerLogWh,CarbonEmissionsKg,AvgLatencyMs,ThroughputLogsPerSec,EmissionsFactorKgPerKWh
static,Loghub-zenodo_Logs,14000,0.21769660594898887,1.5549757567784918e-05,0.05072330918611441,18.598614755969663,53.767445216801775,0.233
