router,dataset_name,LogsProcessed,TotalEnergyWh,EnergyPerLogWh,CarbonEmissionsKg,AvgLatencyMs,ThroughputLogsPerSec,EmissionsFactorKgPerKWh,ComplianceEnabled,CompliancePatterns
q_learning,Loghub-zenodo_Logs,14000,0.36227259472222223,2.587661390873016e-05,0.08440951457027779,5.396377202052723,181.62958391540948,0.233,False,
