router,dataset_name,LogsProcessed,TotalEnergyWh,EnergyPerLogWh,CarbonEmissionsKg,AvgLatencyMs,ThroughputLogsPerSec,EmissionsFactorKgPerKWh,ComplianceEnabled,CompliancePatterns
cbr,Loghub-zenodo_Logs,14000,0.3912523738888889,2.7946598134920635e-05,0.09116180311611112,5.826420924763495,169.08977029490975,0.233,False,
